Transaction_ID,Date,Product,Category,Quantity,Unit_Price,Total_Price,Customer_Name,Region,Sales_Rep,Payment_Method,Discount_Applied
TXN00047,2023-04-22,Headphones,Accessories,5,144.66,723.3,Denise Jacobs,East,Christina Walters,Debit Card,0
TXN00048,2024-08-04,Mouse,Accessories,3,76.91,230.73,John Whitehead,South,Anna Henderson,Credit Card,0
TXN00049,2024-12-21,Monitor,Electronics,3,536.79,1610.37,Aaron Wise,Central,Deborah Figueroa,Credit Card,10
TXN00050,2024-08-27,Monitor,Electronics,5,454.59,2272.95,Jessica Smith,South,Stephen Mckee,PayPal,0
TXN00051,2023-09-07,Webcam,Electronics,4,47.25,189.0,Sandra Aguilar,East,Cameron Parker,Cash,15
TXN00052,2024-12-16,Headphones,Accessories,2,169.19,338.38,Rebecca Valencia,Central,Christine Wright,PayPal,0
TXN00053,2023-08-23,Keyboard,Accessories,1,60.92,60.92,Richard Henson,Central,Marc Moore,Cash,0
TXN00054,2024-07-01,Webcam,Electronics,4,99.29,397.16,Sharon Cherry,Central,Sierra Johnson,PayPal,0
TXN00055,2023-05-13,Monitor,Electronics,3,575.92,1727.76,Evelyn Galvan,West,Sharon Cochran,Credit Card,0
TXN00056,2023-01-17,Monitor,Electronics,2,784.31,1568.62,Richard Rodriguez,East,Shannon Walker,Cash,0
TXN00057,2023-11-20,Laptop,Electronics,5,1903.01,9515.05,Julia Torres,East,Crystal Johnson,PayPal,0
TXN00058,2023-06-03,Headphones,Accessories,3,203.27,609.81,Garrett Lin,East,Diana May,Credit Card,0
TXN00059,2023-08-12,Laptop,Electronics,2,2476.54,4953.08,William Herrera,West,Ashley Waller,Debit Card,0
TXN00060,2024-03-22,HDMI Cable,Accessories,5,30.89,154.45,Victor Baker,Central,Jeffrey Chandler,Cash,0
TXN00061,2023-11-21,Laptop,Electronics,4,2065.72,8262.88,Larry Dixon,Central,Kenneth Scott,Cash,15
TXN00062,2023-05-21,Keyboard,Accessories,1,92.08,92.08,April Frost,North,Michelle Harmon,PayPal,15
TXN00063,2023-12-03,Standing Desk,Furniture,4,621.35,2485.4,Helen Jones,South,Erin Edwards,Debit Card,0
TXN00064,2024-08-29,Mouse,Accessories,1,59.49,59.49,Michelle Evans,South,Jason Powell,Credit Card,20
TXN00065,2023-04-18,Headphones,Accessories,1,168.09,168.09,Cameron Fisher,South,Megan Orr,Debit Card,0
TXN00066,2024-11-04,HDMI Cable,Accessories,4,22.82,91.28,Elizabeth Kelley,West,Dustin Jordan,Cash,0
TXN00067,2023-03-04,Monitor,Electronics,3,296.98,890.94,Mary Marshall,Central,Daniel Kennedy,Credit Card,0
TXN00068,2024-09-16,Webcam,Electronics,4,136.16,544.64,Rebecca Jackson,East,Jose Schultz,Credit Card,0
TXN00069,2024-12-10,Desk Chair,Furniture,1,269.87,269.87,Robert Potter,Central,Courtney Gonzalez,Cash,0
TXN00070,2024-07-01,Mouse,Accessories,2,33.74,67.48,David Alvarez,East,Angel Perry,Credit Card,0
TXN00071,2024-05-03,Laptop,Electronics,4,1566.71,6266.84,Cheyenne Horton,West,David Douglas Jr.,Credit Card,0
TXN00072,2024-04-02,Desk Chair,Furniture,4,500.41,2001.64,Patricia Rodriguez,East,Christopher Rubio,Debit Card,0
TXN00073,2023-01-07,Laptop,Electronics,3,2404.48,7213.44,Amber Wright,North,Joyce Solis,PayPal,0
TXN00074,2024-11-04,Keyboard,Accessories,3,109.02,327.06,Victoria Larson,North,Stephanie Salazar,Credit Card,0
TXN00075,2024-01-28,Monitor,Electronics,1,307.6,307.6,Kathy Rivas,Central,Stephanie Manning,Credit Card,0
TXN00076,2023-12-18,Monitor,Electronics,2,578.91,1157.82,David Wright,East,Pamela Boyd,Cash,0
TXN00077,2024-08-31,Laptop,Electronics,3,2358.55,7075.65,Denise Jones,West,Devon Flores,PayPal,0
TXN00078,2023-01-08,Standing Desk,Furniture,4,617.6,2470.4,Brenda Hall,South,Michelle Brown,Cash,0
TXN00079,2023-05-17,USB Cable,Accessories,5,18.28,91.4,Joshua Perry,South,Jason Stein,Credit Card,0
TXN00080,2024-10-10,HDMI Cable,Accessories,2,33.3,66.6,Melissa Gates,West,Jamie Smith,PayPal,0
TXN00081,2023-09-08,Keyboard,Accessories,2,123.07,246.14,Paul Castaneda,Central,Jennifer Adkins,Credit Card,20
TXN00082,2024-04-26,Laptop,Electronics,3,1720.03,5160.09,Lindsey Walker,Central,Jeffrey Johnson,Credit Card,0
TXN00083,2023-04-20,Webcam,Electronics,3,89.18,267.54,Michael Powell,Central,John Anderson,Cash,0
TXN00084,2023-12-21,Laptop,Electronics,5,1238.53,6192.65,Alyssa Long,South,Alyssa Day,PayPal,0
TXN00085,2024-01-06,HDMI Cable,Accessories,2,39.76,79.52,Joel Williams,North,Daniel Murphy,Debit Card,0
TXN00086,2024-09-17,Mouse,Accessories,5,67.89,339.45,Jamie Walton,East,Darlene Miller,Credit Card,10
TXN00087,2024-07-16,USB Cable,Accessories,4,24.1,96.4,Joshua Cooke,West,Matthew Harrington,Debit Card,0
TXN00088,2023-04-23,Webcam,Electronics,1,59.19,59.19,Nicole Herring,Central,Alex Hernandez,PayPal,0
TXN00089,2023-05-19,Laptop,Electronics,4,2298.5,9194.0,Michael Elliott,West,Michael Wang,Credit Card,0
TXN00090,2024-03-15,Standing Desk,Furniture,1,877.91,877.91,Lawrence Adkins,East,Robert Oconnell,PayPal,0
TXN00091,2023-08-10,USB Cable,Accessories,1,13.2,13.2,Alexander Collins,North,Tina Sanders,Debit Card,15
TXN00092,2023-01-04,Desk Chair,Furniture,3,428.75,1286.25,Angela Vaughn,North,Ashley Barton,Credit Card,0
TXN00093,2023-09-24,USB Cable,Accessories,2,5.9,11.8,Lindsay Martinez,South,Dr. Hannah Patterson,Debit Card,0
TXN00094,2024-01-01,Standing Desk,Furniture,5,967.03,4835.15,Jonathan Peterson,North,Samantha Garcia,Debit Card,0
TXN00095,2024-02-23,Desk Chair,Furniture,1,544.5,544.5,Madison Poole,South,Jessica Gross,Debit Card,10
TXN00096,2023-08-25,Standing Desk,Furniture,5,497.52,2487.6,Debra Morton,West,Karen Graham,Cash,0
TXN00097,2024-07-24,Standing Desk,Furniture,1,1028.46,1028.46,Debra Christian,East,Angelica Keith,PayPal,0
TXN00098,2024-05-09,Headphones,Accessories,3,277.3,831.9,John Bishop,East,Allen Rosales,Credit Card,5
TXN00099,2024-02-06,Keyboard,Accessories,2,117.03,234.06,Daniel Salinas,West,Spencer Haynes,Debit Card,0
TXN00100,2023-12-18,Desk Chair,Furniture,1,585.45,585.45,Adam Vaughan,West,Nathan Freeman,Credit Card,0
TXN00101,2024-01-25,Laptop,Electronics,3,2407.51,7222.53,Melissa Brewer,West,Ricky Davis II,Credit Card,0
TXN00102,2023-04-12,USB Cable,Accessories,2,13.51,27.02,Elizabeth Perkins,West,Joseph Coleman,PayPal,0
TXN00103,2023-11-03,Laptop,Electronics,3,1894.18,5682.54,Erin Warner,East,David Martinez,PayPal,0
TXN00104,2023-08-04,Keyboard,Accessories,2,121.41,242.82,Bryan Herrera,West,Cathy Robinson,PayPal,0
TXN00105,2024-02-28,Keyboard,Accessories,3,121.3,363.9,Dr. William Warren,South,Brian Lee,Credit Card,0
TXN00106,2024-04-30,Desk Chair,Furniture,5,424.69,2123.45,Christopher Smith,South,Denise Mccann,PayPal,10
TXN00107,2024-10-13,HDMI Cable,Accessories,1,15.37,15.37,Melissa Martinez,West,Katherine Salas,Debit Card,0
TXN00108,2023-02-24,Headphones,Accessories,5,227.01,1135.05,Julie Alexander,Central,Anthony Everett,Debit Card,10
TXN00109,2024-09-24,Monitor,Electronics,3,527.5,1582.5,Rodney Morales,Central,Mark Brown,PayPal,0
TXN00110,2023-01-29,Laptop,Electronics,2,2163.67,4327.34,Justin Torres,Central,Bailey Duran DDS,PayPal,0
TXN00111,2024-12-30,Monitor,Electronics,1,475.31,475.31,Courtney Mills,Central,Jeremy Dalton,Cash,15
TXN00112,2024-05-09,Laptop,Electronics,1,1272.92,1272.92,Elizabeth Oliver DDS,South,Theresa Clark,Cash,0
TXN00113,2023-11-01,Keyboard,Accessories,5,117.27,586.35,Matthew Moore,South,Benjamin Smith,Debit Card,0
TXN00114,2024-08-17,Headphones,Accessories,5,247.82,1239.1,Kirk Carter,North,Michael Warner,Debit Card,0
TXN00115,2023-07-14,USB Cable,Accessories,1,12.02,12.02,Michael Bradshaw,West,Lori Guerrero,PayPal,0
TXN00116,2023-11-24,Keyboard,Accessories,1,72.04,72.04,Jessica Stephens,West,Susan Serrano,Cash,0
TXN00117,2024-02-28,Mouse,Accessories,2,35.56,71.12,Christopher Parker,East,Laura Roberts,Cash,0
TXN00118,2024-05-31,Headphones,Accessories,1,84.77,84.77,Michael Lyons,South,Kathryn Snyder,PayPal,0
TXN00119,2024-07-28,Monitor,Electronics,4,606.65,2426.6,Andrew Reynolds,South,David Davis,Cash,0
TXN00120,2024-08-06,Desk Chair,Furniture,5,553.88,2769.4,Sara Johnston,West,Yvonne Chambers,Debit Card,0
TXN00121,2024-07-07,Standing Desk,Furniture,3,1028.66,3085.98,Andrew Avila,South,Matthew Moon,Debit Card,10
TXN00122,2023-12-29,Webcam,Electronics,3,60.63,181.89,Kevin Walters,East,Brandon Bailey MD,Credit Card,5
TXN00123,2024-09-30,Desk Chair,Furniture,2,264.95,529.9,Shannon Rivera,Central,Donna Landry,PayPal,10
TXN00124,2023-07-01,USB Cable,Accessories,5,14.5,72.5,Krista Gibson,West,Frank Cordova,Debit Card,0
TXN00125,2023-12-15,Mouse,Accessories,5,36.61,183.05,Jose Travis,North,Kimberly Gutierrez,Credit Card,0
TXN00126,2023-03-30,Monitor,Electronics,3,404.35,1213.05,Isaiah Avila,Central,Olivia Harris,Credit Card,10
TXN00127,2023-01-15,Monitor,Electronics,3,764.94,2294.82,Tanya Kim,North,Barbara Dudley,Debit Card,0
TXN00128,2024-02-24,Webcam,Electronics,3,72.55,217.65,Cynthia Moore,East,Kristen Davis,Cash,0
TXN00129,2024-10-25,Mouse,Accessories,2,35.83,71.66,Susan Murray MD,East,Kathleen Moran,Debit Card,0
TXN00130,2024-05-02,Monitor,Electronics,2,684.15,1368.3,Denise Davenport,Central,Mrs. Kristen Reyes,PayPal,0
TXN00131,2024-03-20,HDMI Cable,Accessories,1,35.43,35.43,Katie Suarez,East,Desiree Tyler,Credit Card,0
TXN00132,2023-10-04,Keyboard,Accessories,3,91.31,273.93,Timothy Romero,West,Diane Evans,Cash,0
TXN00133,2024-03-29,HDMI Cable,Accessories,2,21.75,43.5,Yvonne Burns,North,Joshua Reed,Cash,15
TXN00134,2024-01-11,Standing Desk,Furniture,1,554.48,554.48,Kimberly Gibson,South,Colin Terry,Debit Card,0
TXN00135,2024-05-15,Headphones,Accessories,3,205.94,617.82,Cynthia Rowe,North,Patrick Thornton,PayPal,0
TXN00136,2023-05-23,Keyboard,Accessories,2,113.78,227.56,Jasmin Alvarado,South,Veronica Simpson,PayPal,0
TXN00137,2023-07-30,Monitor,Electronics,2,651.39,1302.78,Jonathan Lawrence,West,Shelly Alexander,Cash,0
TXN00138,2024-07-01,Standing Desk,Furniture,2,784.73,1569.46,Joyce Bowen,Central,Matthew Moore,Cash,20
TXN00139,2024-03-07,Desk Chair,Furniture,1,230.8,230.8,Wayne Morgan,South,Marie Christian,PayPal,0
TXN00140,2024-02-15,Standing Desk,Furniture,2,1172.88,2345.76,Shannon James,Central,Nathan Malone,Credit Card,0
TXN00141,2024-12-03,Headphones,Accessories,4,231.69,926.76,Amanda Jones,West,Tammie Bright,Credit Card,0
TXN00142,2024-10-25,Webcam,Electronics,5,88.71,443.55,Jessica Garcia,South,Shelia Wallace,Credit Card,0
TXN00143,2024-07-19,HDMI Cable,Accessories,1,32.95,32.95,Stephanie Williams,North,Elaine Brooks,Credit Card,20
TXN00144,2023-03-29,Webcam,Electronics,5,125.18,625.9,Joseph Knight,East,Carolyn Miller,Debit Card,0
TXN00145,2024-05-01,Laptop,Electronics,5,1844.06,9220.3,Lisa Allen,North,Briana Murray,Credit Card,0
TXN00146,2024-06-07,USB Cable,Accessories,4,16.38,65.52,David Smith,East,Stephanie Byrd,PayPal,0
TXN00147,2023-07-20,Headphones,Accessories,4,78.1,312.4,Jeremy Reed,West,Margaret Coleman,PayPal,0
TXN00148,2024-11-27,Webcam,Electronics,5,115.65,578.25,Ryan Gonzalez,Central,John Young,Credit Card,0
TXN00149,2024-01-13,Webcam,Electronics,1,65.85,65.85,Laura Haney,North,William Barrett,Credit Card,0
TXN00150,2023-04-03,Standing Desk,Furniture,1,1035.08,1035.08,Keith Jennings,West,Amber Obrien,PayPal,0
TXN00151,2023-05-13,HDMI Cable,Accessories,1,22.22,22.22,Tanner Mitchell DDS,West,Heather Fields,Credit Card,0
TXN00152,2024-11-18,Keyboard,Accessories,1,72.49,72.49,Megan Le,Central,Sara Fuller,PayPal,0
TXN00153,2024-12-14,Keyboard,Accessories,4,141.26,565.04,Maria Parker,North,Kevin Oconnor,PayPal,0
TXN00154,2024-08-28,Mouse,Accessories,4,22.59,90.36,Edward Burgess,South,Carlos Ryan,Cash,0
TXN00155,2024-07-13,Monitor,Electronics,1,332.54,332.54,Kiara Mcintyre,West,Dawn Summers,Credit Card,0
TXN00156,2023-09-01,USB Cable,Accessories,5,14.05,70.25,Dr. Paul Morgan,Central,Victor Taylor,Cash,5
TXN00157,2023-12-07,Standing Desk,Furniture,2,343.64,687.28,Shannon Ramsey,North,Tracy Ballard,Cash,0
TXN00158,2024-07-29,Standing Desk,Furniture,2,1179.9,2359.8,Richard Smith,Central,Jordan Chambers,Debit Card,0
TXN00159,2023-11-04,Monitor,Electronics,5,298.12,1490.6,Lauren Carson,West,Ashley Hall,Cash,0
TXN00160,2024-08-06,HDMI Cable,Accessories,5,16.46,82.3,Stephen Hoffman,Central,Connie Brown,Debit Card,0
TXN00161,2024-12-22,Monitor,Electronics,5,636.15,3180.75,Susan Turner,East,Charles Shah,PayPal,0
TXN00162,2023-07-07,Headphones,Accessories,1,204.71,204.71,Johnathan Davis,East,Brandy Chavez,PayPal,0
TXN00163,2024-09-12,Desk Chair,Furniture,2,231.04,462.08,Natalie Bautista,South,Patrick Moore,Cash,20
TXN00164,2023-05-15,Webcam,Electronics,2,117.46,234.92,Brett Burns,Central,Trevor Johnson,Credit Card,0
TXN00165,2023-07-29,Headphones,Accessories,4,214.34,857.36,Jeremy Sampson,Central,Ariana Jennings,PayPal,0
TXN00166,2023-05-07,HDMI Cable,Accessories,4,38.79,155.16,Vanessa Howard,South,Colton Martinez,Debit Card,0
TXN00167,2024-01-01,Webcam,Electronics,5,44.82,224.1,Jordan Bates,South,Linda Smith,Debit Card,0
TXN00168,2023-07-20,Mouse,Accessories,5,41.17,205.85,Dana Martinez,South,Andrea Hubbard,PayPal,15
TXN00169,2023-10-28,Keyboard,Accessories,4,144.99,579.96,Daniel Kane,North,Charles Lester,Debit Card,20
TXN00170,2024-07-07,Standing Desk,Furniture,1,963.22,963.22,Scott Thomas,West,David Thompson,Debit Card,20
TXN00171,2024-11-06,Standing Desk,Furniture,4,1021.31,4085.24,Allison Smith,South,Cynthia Morris,Cash,15
TXN00172,2024-09-25,USB Cable,Accessories,4,18.93,75.72,Anthony Harmon,West,Nichole Alvarez,PayPal,0
TXN00173,2023-10-06,Desk Chair,Furniture,5,280.86,1404.3,Kayla Rodriguez,South,Theresa Williams,PayPal,0
TXN00174,2023-02-01,Laptop,Electronics,2,1569.87,3139.74,Sharon Boyd,West,Victor Brown,PayPal,0
TXN00175,2024-10-25,USB Cable,Accessories,3,20.24,60.72,James Parks,East,Theodore Jones Jr.,Credit Card,0
TXN00176,2024-01-09,Keyboard,Accessories,3,42.01,126.03,Ana Hill,East,Kimberly Nguyen,Debit Card,10
TXN00177,2023-03-01,Laptop,Electronics,5,1075.74,5378.7,Kerry Chavez DDS,South,Michael Farrell,Debit Card,0
TXN00178,2023-02-01,HDMI Cable,Accessories,1,11.17,11.17,Patricia Le,North,Jesse Perez,Credit Card,0
TXN00179,2024-08-11,Keyboard,Accessories,2,99.25,198.5,Jesse Perry,South,Jeffery Ortega,Debit Card,0
TXN00180,2023-01-20,HDMI Cable,Accessories,3,31.16,93.48,Christian Leblanc,East,Ronald Davis,Debit Card,15
TXN00181,2023-05-12,Mouse,Accessories,5,55.71,278.55,Parker Cain,Central,Laurie Hoffman,PayPal,0
TXN00182,2023-04-27,Mouse,Accessories,4,64.45,257.8,Bryan Gomez,Central,Nicole Parrish,PayPal,0
TXN00183,2023-11-24,Monitor,Electronics,3,486.8,1460.4,Tracy Burke,South,Kenneth Lewis,Debit Card,0
TXN00184,2024-07-25,Laptop,Electronics,2,1738.55,3477.1,Courtney Rodriguez,West,Holly Farmer,Cash,0
TXN00185,2023-04-26,HDMI Cable,Accessories,3,38.88,116.64,Renee Bruce,South,Sabrina Austin,Debit Card,5
TXN00186,2024-06-11,Keyboard,Accessories,1,115.28,115.28,Allison Hickman,East,Debra White,Debit Card,0
TXN00187,2023-10-19,Monitor,Electronics,3,589.81,1769.43,Ellen Morgan,Central,Sergio Knight,Credit Card,15
TXN00188,2024-11-27,Webcam,Electronics,2,93.99,187.98,Charles Schultz,North,Paul Lewis,Credit Card,0
TXN00189,2024-02-21,Laptop,Electronics,3,2265.12,6795.36,Glen Wood,East,Paula Bradley,Debit Card,0
TXN00190,2024-02-06,Monitor,Electronics,1,305.92,305.92,Anthony Moore,West,Megan Nelson,PayPal,0
TXN00191,2024-08-26,Mouse,Accessories,1,77.84,77.84,Karla Ramos,South,Paul Wilson,PayPal,0
TXN00192,2024-11-02,HDMI Cable,Accessories,1,32.94,32.94,Douglas Gregory,South,Mr. Andrew Foster,Debit Card,10
TXN00193,2023-02-12,Mouse,Accessories,1,54.08,54.08,Aimee Turner,West,Chad Scott,Cash,10
TXN00194,2024-08-10,Monitor,Electronics,2,790.75,1581.5,Adam Burgess,South,James Padilla,Debit Card,15
TXN00195,2023-01-03,Keyboard,Accessories,1,100.8,100.8,Sandra Drake,North,Scott Williams,PayPal,0
TXN00196,2024-01-05,Desk Chair,Furniture,4,504.71,2018.84,Thomas Atkins,South,Laura Mckinney,Cash,20
TXN00197,2024-04-15,USB Cable,Accessories,1,15.05,15.05,Brian Smith,East,Robert Montgomery,Debit Card,0
TXN00198,2023-12-14,Webcam,Electronics,5,60.3,301.5,Tamara Davis,Central,Dana Chapman,Cash,0
TXN00199,2023-07-10,Standing Desk,Furniture,5,459.49,2297.45,Jennifer Collins,Central,Gary Jackson,Debit Card,0
TXN00200,2024-12-06,Desk Chair,Furniture,1,218.47,218.47,Ashley Hicks,Central,Hannah Luna,PayPal,5
TXN00201,2024-10-05,Laptop,Electronics,5,1111.44,5557.2,Robin Young,East,Craig Morrison,Cash,0
TXN00202,2024-03-23,Laptop,Electronics,3,1149.81,3449.43,Mary Thompson,West,Kathleen Webster,PayPal,5
TXN00203,2023-08-14,Standing Desk,Furniture,1,394.94,394.94,Joann Glass,North,Madison Weber,Credit Card,0
TXN00204,2023-08-20,Keyboard,Accessories,3,124.68,374.04,Lori Hernandez,Central,Jeremy Turner,Debit Card,0
TXN00205,2024-02-16,Standing Desk,Furniture,5,1029.58,5147.9,Anthony Romero,North,Jesse Brown,Credit Card,0
TXN00206,2023-04-15,Keyboard,Accessories,3,62.92,188.76,Angela Lin,North,Lisa Hunter,PayPal,10
TXN00207,2024-11-14,Monitor,Electronics,1,359.31,359.31,Julian Conner,North,Joanna Pacheco,PayPal,0
TXN00208,2023-07-13,Desk Chair,Furniture,4,460.05,1840.2,Erica Alvarez,North,Antonio Garcia,Cash,0
TXN00209,2024-08-07,Mouse,Accessories,3,23.29,69.87,Gwendolyn Klein,West,Carrie Wright,Credit Card,0
TXN00210,2024-02-18,Monitor,Electronics,4,376.9,1507.6,Jeffrey Mills,West,Jake Campbell,Cash,0
TXN00211,2024-02-12,Webcam,Electronics,3,114.25,342.75,George Harper,North,Maria Jones,PayPal,0
TXN00212,2023-01-31,Desk Chair,Furniture,2,471.02,942.04,Michael Mitchell,Central,Mary Escobar,Debit Card,0
TXN00213,2023-02-10,Laptop,Electronics,2,1028.45,2056.9,Felicia Aguilar,West,Gregory Ponce,PayPal,0
TXN00214,2024-09-24,USB Cable,Accessories,4,15.48,61.92,Jenna Larson,East,Emily Bennett,Debit Card,0
TXN00215,2023-11-10,USB Cable,Accessories,2,15.27,30.54,Robin Santiago,East,Nancy Jennings,Cash,0
TXN00216,2023-01-02,Desk Chair,Furniture,5,204.51,1022.55,Maria Henderson,East,Jack White,PayPal,0
TXN00217,2023-07-14,Mouse,Accessories,1,76.88,76.88,Travis Tucker,North,Chad Jones,PayPal,0
TXN00218,2024-10-17,Keyboard,Accessories,2,127.6,255.2,Ashley Wise,West,Sophia Johnson,Credit Card,0
TXN00219,2024-11-30,Keyboard,Accessories,5,83.85,419.25,Ralph Anderson,West,Christopher Guerra,PayPal,0
TXN00220,2024-06-25,Keyboard,Accessories,5,34.97,174.85,Rhonda Martin,Central,Jason Rhodes,Credit Card,0
TXN00221,2024-08-16,Mouse,Accessories,2,52.07,104.14,Jeremy Mitchell,North,Joann Ferguson,PayPal,0
TXN00222,2024-06-17,Laptop,Electronics,1,1798.5,1798.5,Robert Harrison,Central,Holly Valentine,Cash,0
TXN00223,2023-07-07,Mouse,Accessories,2,48.06,96.12,Mrs. Diane Reyes,East,Tracy Montoya,Credit Card,0
TXN00224,2024-09-13,Desk Chair,Furniture,2,503.58,1007.16,Brenda Wright,North,Shelly Spencer,Cash,0
TXN00225,2023-05-19,Laptop,Electronics,5,1007.83,5039.15,Ryan Rosales,North,Phillip Nelson,Cash,0
TXN00226,2024-02-15,HDMI Cable,Accessories,1,24.68,24.68,Brittany Kim,West,Courtney Hayes,Credit Card,0
TXN00227,2023-02-05,Standing Desk,Furniture,3,569.18,1707.54,Alexander Brown,North,Cynthia Vang,Cash,0
TXN00228,2024-10-08,Keyboard,Accessories,3,116.44,349.32,Alfred Galvan,East,Marie Moody,Credit Card,0
