Order_ID,Order_Date,Customer_ID,Customer_Email,Product_Name,Product_Category,Price,Quantity,Shipping_Cost,Status,Delivery_Date,Rating
ORD000065,2023-12-11,CUST0095,daniel54@example.com,Universal intangible encryption,Clothing,257.57,6,11.94,Delivered,2023-12-21,4.0
ORD000066,2024-07-06,CUST0002,whiteaaron@example.net,User-friendly fresh-thinking data-warehouse,Clothing,441.02,7,28.7,Delivered,2024-07-20,5.0
ORD000067,2024-06-09,CUST0025,mramirez@example.org,Optional contextually-based extranet,Clothing,469.55,1,16.5,Delivered,2024-06-15,1.0
ORD000068,2024-11-16,CUST0072,matthew11@example.net,Advanced systemic neural-net,Sports,298.15,1,11.83,Delivered,2024-11-24,1.0
ORD000069,2025-06-21,CUST0033,markfigueroa@example.com,User-friendly zero-defect parallelism,Electronics,207.3,2,14.28,Delivered,2025-06-26,3.0
ORD000070,2024-12-15,CUST0035,john43@example.net,Networked background benchmark,Books,241.32,5,7.26,Delivered,2024-12-20,1.0
ORD000071,2024-02-10,CUST0014,williamstanya@example.net,Ergonomic content-based strategy,Electronics,99.12,2,18.15,Delivered,2024-02-22,1.0
ORD000072,2024-10-12,CUST0015,jonesamy@example.com,Innovative uniform leverage,Electronics,196.38,3,10.47,Delivered,2024-10-25,1.0
ORD000073,2025-06-14,CUST0009,amandahernandez@example.org,Ergonomic intangible neural-net,Home & Garden,225.45,9,6.83,Delivered,2025-06-20,5.0
ORD000074,2025-05-06,CUST0057,patricia85@example.com,Organized responsive structure,Electronics,295.47,8,9.15,Delivered,2025-05-16,3.0
ORD000075,2024-01-31,CUST0015,ajones@example.net,Profit-focused 3rdgeneration concept,Home & Garden,342.26,7,19.5,Delivered,2024-02-02,5.0
ORD000076,2025-02-08,CUST0014,heather24@example.org,Re-contextualized analyzing utilization,Books,222.4,8,10.0,Delivered,2025-02-12,3.0
ORD000077,2025-04-22,CUST0054,joysanders@example.net,Public-key multimedia archive,Clothing,188.6,2,26.7,Delivered,2025-04-27,5.0
ORD000078,2024-03-08,CUST0055,ychristensen@example.net,Vision-oriented human-resource initiative,Books,73.65,8,27.0,Delivered,2024-03-13,4.0
ORD000079,2025-02-14,CUST0045,jamie02@example.net,Extended optimizing standardization,Sports,19.34,6,27.11,Delivered,2025-02-24,5.0
ORD000080,2023-11-07,CUST0014,ugordon@example.net,Fundamental exuding definition,Electronics,448.12,10,28.08,Delivered,2023-11-11,5.0
ORD000081,2024-06-18,CUST0057,andrea23@example.org,Public-key disintermediate frame,Home & Garden,239.85,1,27.67,Pending,,
ORD000082,2023-12-01,CUST0043,sheriramirez@example.org,Future-proofed actuating project,Clothing,102.02,9,21.88,Delivered,2023-12-11,4.0
ORD000083,2024-05-12,CUST0084,amandasmith@example.com,Self-enabling real-time hub,Electronics,214.1,5,29.83,Delivered,2024-05-25,1.0
ORD000084,2024-07-10,CUST0049,pottsnicole@example.com,Up-sized client-driven installation,Electronics,263.66,3,10.51,Delivered,2024-07-17,2.0
ORD000085,2025-09-28,CUST0006,mark00@example.com,Face-to-face upward-trending focus group,Books,191.99,7,20.27,Delivered,2025-09-30,3.0
ORD000086,2024-03-17,CUST0075,teresa89@example.org,Up-sized value-added solution,Electronics,82.64,4,8.68,Delivered,2024-03-30,5.0
ORD000087,2024-08-23,CUST0044,molly98@example.org,Organic directional Graphic Interface,Electronics,39.03,9,8.43,Delivered,2024-08-28,5.0
ORD000088,2024-05-27,CUST0018,bonniemorton@example.com,Distributed local emulation,Sports,440.01,7,23.81,Delivered,2024-05-29,5.0
ORD000089,2025-05-20,CUST0017,erichardson@example.org,Proactive contextually-based knowledgebase,Sports,455.68,9,8.71,Delivered,2025-06-03,4.0
ORD000090,2024-03-23,CUST0073,jacobhenry@example.net,Enterprise-wide secondary forecast,Electronics,495.05,3,20.4,Delivered,2024-03-31,1.0
ORD000091,2023-11-17,CUST0024,frank26@example.net,Robust content-based architecture,Clothing,394.09,7,29.63,Delivered,2023-11-19,4.0
ORD000092,2024-02-20,CUST0014,simmonsspencer@example.net,Open-architected bandwidth-monitored success,Clothing,255.52,6,26.82,Delivered,2024-03-01,3.0
ORD000093,2024-12-14,CUST0071,jessicamorton@example.net,Cross-platform homogeneous info-mediaries,Sports,20.9,9,16.34,Delivered,2024-12-19,1.0
ORD000094,2023-11-17,CUST0058,serranokathryn@example.net,Balanced clear-thinking encryption,Clothing,69.68,3,26.52,Delivered,2023-12-01,3.0
ORD000095,2025-06-21,CUST0071,adamssheena@example.net,Advanced 24/7 utilization,Home & Garden,72.68,6,21.04,Delivered,2025-06-30,4.0
ORD000096,2024-01-22,CUST0042,melissa13@example.org,Polarized well-modulated open system,Books,213.16,2,17.78,Delivered,2024-01-31,1.0
ORD000097,2025-09-24,CUST0096,tochoa@example.com,Polarized coherent encryption,Books,98.9,10,8.39,Delivered,2025-10-07,1.0
ORD000098,2023-12-14,CUST0087,courtney10@example.org,Customer-focused needs-based frame,Home & Garden,431.37,6,10.27,Delivered,2023-12-21,1.0
ORD000099,2024-01-19,CUST0097,othomas@example.org,Focused interactive info-mediaries,Books,89.05,4,27.84,Delivered,2024-01-26,3.0
ORD000100,2024-02-23,CUST0035,diana36@example.net,Universal bifurcated matrix,Books,411.26,4,25.26,Delivered,2024-03-04,1.0
ORD000101,2024-03-11,CUST0061,walkerstephanie@example.com,Multi-channeled asynchronous pricing structure,Books,125.25,4,7.19,Delivered,2024-03-18,1.0
ORD000102,2024-07-17,CUST0061,wardsandy@example.org,Balanced real-time collaboration,Books,135.28,6,5.87,Delivered,2024-07-26,1.0
ORD000103,2024-03-18,CUST0091,mmoreno@example.org,Synergistic interactive collaboration,Clothing,27.68,1,25.52,Delivered,2024-03-30,2.0
ORD000104,2025-09-24,CUST0029,colleen45@example.org,Future-proofed modular protocol,Books,303.33,6,6.4,Delivered,2025-09-29,1.0
ORD000105,2024-08-13,CUST0100,lisa10@example.org,Vision-oriented solution-oriented circuit,Clothing,124.13,7,27.82,Delivered,2024-08-25,3.0
ORD000106,2024-07-06,CUST0045,petergriffith@example.com,Cloned bifurcated orchestration,Home & Garden,209.07,3,21.52,Delivered,2024-07-11,1.0
ORD000107,2024-09-28,CUST0042,duane52@example.org,Visionary human-resource help-desk,Books,193.37,6,6.18,Delivered,2024-10-01,4.0
ORD000108,2024-07-06,CUST0026,scoleman@example.com,Robust scalable groupware,Sports,411.33,9,27.92,Delivered,2024-07-18,4.0
ORD000109,2024-02-16,CUST0032,patrickdunn@example.net,Public-key modular monitoring,Home & Garden,330.09,9,22.43,Delivered,2024-02-19,4.0
ORD000110,2024-12-21,CUST0062,patrickcarpenter@example.com,Progressive object-oriented time-frame,Clothing,126.4,9,20.51,Delivered,2024-12-31,3.0
ORD000111,2025-04-22,CUST0081,jacquelineyoung@example.org,Expanded 3rdgeneration hierarchy,Home & Garden,329.18,10,21.0,Delivered,2025-04-30,5.0
ORD000112,2025-01-07,CUST0078,hrosario@example.org,Monitored high-level time-frame,Clothing,343.03,7,27.94,Delivered,2025-01-18,4.0
ORD000113,2025-07-29,CUST0039,kenneththomas@example.net,Operative dynamic database,Books,135.33,5,18.15,Delivered,2025-08-08,3.0
ORD000114,2025-08-04,CUST0100,briantaylor@example.net,Triple-buffered client-server implementation,Home & Garden,493.08,2,12.74,Delivered,2025-08-18,3.0
ORD000115,2025-05-23,CUST0018,hortonroger@example.org,Total bi-directional protocol,Books,364.59,7,8.02,Cancelled,,
ORD000116,2025-01-25,CUST0079,woodsbrittney@example.org,Assimilated client-server hierarchy,Books,431.45,10,26.43,Pending,,
ORD000117,2024-02-18,CUST0057,sanchezalexander@example.com,Distributed well-modulated contingency,Clothing,104.99,6,21.11,Cancelled,,
ORD000118,2024-10-30,CUST0015,kaitlinhale@example.com,Phased incremental success,Electronics,402.49,8,10.45,Delivered,2024-11-08,4.0
ORD000119,2024-07-20,CUST0011,sharrington@example.org,Horizontal bifurcated collaboration,Books,208.87,5,22.14,Delivered,2024-07-23,3.0
ORD000120,2023-12-17,CUST0031,munozglenn@example.org,Advanced hybrid interface,Sports,139.29,7,20.0,Delivered,2023-12-20,2.0
ORD000121,2025-04-12,CUST0056,qspencer@example.net,Profit-focused fault-tolerant strategy,Books,91.44,9,28.95,Delivered,2025-04-25,3.0
ORD000122,2024-04-25,CUST0013,rhuynh@example.org,Programmable homogeneous capacity,Clothing,150.26,9,6.75,Delivered,2024-05-05,2.0
ORD000123,2025-05-31,CUST0031,richardbrown@example.com,Enterprise-wide value-added open architecture,Sports,23.18,2,22.44,Delivered,2025-06-03,2.0
ORD000124,2025-02-12,CUST0088,velasqueztaylor@example.com,Streamlined secondary initiative,Books,55.4,7,7.39,Delivered,2025-02-24,4.0
ORD000125,2025-08-04,CUST0092,zmartin@example.com,Stand-alone interactive core,Books,197.76,1,16.5,Delivered,2025-08-12,2.0
ORD000126,2024-05-28,CUST0067,garciamichael@example.com,Assimilated disintermediate forecast,Electronics,495.12,10,13.21,Delivered,2024-06-07,1.0
ORD000127,2024-03-06,CUST0090,jonescarla@example.com,Ergonomic neutral customer loyalty,Home & Garden,108.39,6,7.48,Delivered,2024-03-08,1.0
ORD000128,2025-03-10,CUST0022,allenchristopher@example.net,Re-contextualized 6thgeneration open system,Sports,155.3,5,15.69,Delivered,2025-03-20,5.0
ORD000129,2025-07-06,CUST0011,uwilliams@example.org,Integrated 24/7 help-desk,Electronics,303.51,7,5.4,Delivered,2025-07-16,3.0
ORD000130,2025-06-06,CUST0012,susan83@example.com,Versatile hybrid success,Books,126.63,5,20.3,Shipped,,
ORD000131,2024-08-03,CUST0027,jacquelinedavis@example.com,User-centric motivating attitude,Electronics,28.96,2,26.11,Delivered,2024-08-12,4.0
ORD000132,2024-11-25,CUST0050,andrewflynn@example.com,Reverse-engineered 5thgeneration frame,Books,101.05,2,9.86,Delivered,2024-12-09,5.0
ORD000133,2024-03-05,CUST0007,faithmiller@example.net,Cross-group transitional emulation,Electronics,55.04,10,23.78,Delivered,2024-03-14,1.0
ORD000134,2025-09-17,CUST0057,lindseypena@example.net,Diverse motivating model,Sports,27.67,2,19.37,Delivered,2025-09-19,5.0
ORD000135,2025-05-20,CUST0009,seth25@example.com,Multi-lateral regional Internet solution,Electronics,255.52,1,6.69,Delivered,2025-05-24,2.0
ORD000136,2023-12-02,CUST0033,nallen@example.net,Compatible coherent open system,Electronics,394.8,5,16.1,Delivered,2023-12-15,3.0
ORD000137,2025-03-02,CUST0046,adavis@example.org,Visionary fault-tolerant neural-net,Clothing,480.48,3,29.21,Delivered,2025-03-09,1.0
ORD000138,2025-09-04,CUST0089,portershawn@example.org,Implemented cohesive architecture,Clothing,349.84,9,25.28,Delivered,2025-09-16,3.0
ORD000139,2024-06-05,CUST0052,michael12@example.net,Visionary logistical firmware,Sports,392.35,5,23.25,Delivered,2024-06-19,1.0
ORD000140,2024-11-02,CUST0085,kathryn72@example.org,Re-contextualized mobile analyzer,Home & Garden,473.95,9,9.73,Delivered,2024-11-10,5.0
ORD000141,2024-08-09,CUST0064,richard92@example.com,Multi-lateral multimedia process improvement,Sports,256.79,9,13.17,Delivered,2024-08-21,3.0
ORD000142,2024-07-01,CUST0092,christopher68@example.com,Fundamental systemic analyzer,Home & Garden,299.55,9,18.97,Delivered,2024-07-08,1.0
ORD000143,2025-02-25,CUST0032,figueroajohn@example.net,Advanced coherent benchmark,Clothing,357.34,10,24.51,Delivered,2025-02-27,5.0
ORD000144,2024-06-13,CUST0076,zmoore@example.org,Face-to-face human-resource Local Area Network,Home & Garden,386.05,3,12.24,Shipped,,
ORD000145,2025-04-03,CUST0080,baileytaylor@example.net,Persistent bi-directional artificial intelligence,Electronics,274.08,2,9.3,Delivered,2025-04-13,2.0
ORD000146,2024-03-20,CUST0045,lowerysandra@example.com,Exclusive impactful groupware,Home & Garden,276.75,3,19.77,Delivered,2024-04-01,5.0
ORD000147,2023-12-21,CUST0050,matthew97@example.org,Total user-facing leverage,Electronics,350.0,8,28.74,Delivered,2024-01-02,2.0
ORD000148,2024-01-28,CUST0075,shawn82@example.com,Digitized scalable data-warehouse,Home & Garden,448.82,8,8.34,Delivered,2024-02-11,3.0
ORD000149,2024-07-06,CUST0047,huertakim@example.org,Multi-lateral intermediate leverage,Home & Garden,434.04,8,10.88,Delivered,2024-07-20,5.0
ORD000150,2024-04-14,CUST0044,lewisandrew@example.net,Optimized encompassing extranet,Sports,104.79,2,11.72,Delivered,2024-04-27,4.0
ORD000151,2025-03-08,CUST0080,christopherjones@example.com,Configurable exuding structure,Electronics,253.99,3,29.78,Delivered,2025-03-13,1.0
ORD000152,2024-10-16,CUST0093,qwarren@example.com,Enterprise-wide actuating array,Home & Garden,436.51,1,19.78,Cancelled,,
ORD000153,2025-09-26,CUST0036,wpeterson@example.com,Down-sized dedicated hardware,Sports,40.12,8,23.23,Delivered,2025-10-09,3.0
ORD000154,2024-09-21,CUST0092,salvarez@example.org,Total intermediate help-desk,Home & Garden,361.46,1,14.25,Delivered,2024-10-05,1.0
ORD000155,2025-10-09,CUST0010,jmorrow@example.net,Exclusive asynchronous success,Electronics,88.87,10,20.53,Delivered,2025-10-14,4.0
ORD000156,2025-04-02,CUST0053,mariodowns@example.net,User-friendly user-facing superstructure,Sports,328.45,5,6.25,Delivered,2025-04-10,2.0
ORD000157,2024-07-03,CUST0100,hernandezstephen@example.org,Proactive foreground budgetary management,Electronics,33.42,6,25.43,Delivered,2024-07-12,1.0
ORD000158,2025-07-08,CUST0062,ubaker@example.org,Organized clear-thinking productivity,Electronics,222.44,7,17.38,Delivered,2025-07-12,4.0
ORD000159,2024-10-15,CUST0007,johnsonjulie@example.org,Operative tangible moratorium,Home & Garden,231.19,10,14.65,Delivered,2024-10-28,1.0
ORD000160,2025-06-24,CUST0068,carolynrobinson@example.org,Ergonomic systematic orchestration,Clothing,193.85,2,15.95,Delivered,2025-07-07,1.0
ORD000161,2023-11-12,CUST0033,lisa04@example.com,Profit-focused bottom-line standardization,Home & Garden,490.69,7,23.85,Delivered,2023-11-24,5.0
ORD000162,2024-11-22,CUST0091,wgutierrez@example.com,Quality-focused interactive model,Clothing,339.25,9,9.89,Delivered,2024-11-27,1.0
ORD000163,2025-06-17,CUST0081,daniel27@example.com,Multi-layered context-sensitive neural-net,Home & Garden,223.16,2,22.41,Delivered,2025-06-21,4.0
ORD000164,2025-02-05,CUST0087,amyjames@example.net,Team-oriented systemic Internet solution,Clothing,78.93,3,9.03,Cancelled,,
ORD000165,2025-03-07,CUST0076,jacqueline11@example.org,Cross-group solution-oriented adapter,Clothing,282.32,1,20.85,Delivered,2025-03-12,2.0
ORD000166,2025-02-21,CUST0064,vgarcia@example.net,Quality-focused bandwidth-monitored productivity,Electronics,177.04,10,26.48,Delivered,2025-02-27,1.0
ORD000167,2024-10-10,CUST0018,contrerasmelissa@example.org,Face-to-face zero-defect knowledgebase,Sports,440.21,5,21.41,Delivered,2024-10-13,4.0
ORD000168,2025-01-02,CUST0051,ewilson@example.org,Monitored maximized installation,Books,256.42,5,13.66,Delivered,2025-01-14,2.0
ORD000169,2025-10-06,CUST0035,xsmith@example.org,Profit-focused executive flexibility,Sports,308.1,5,12.48,Cancelled,,
ORD000170,2025-09-14,CUST0008,kyle63@example.org,Operative 5thgeneration access,Books,377.14,7,13.33,Delivered,2025-09-17,5.0
ORD000171,2023-11-21,CUST0087,krystalrandall@example.net,User-centric radical functionalities,Sports,442.61,8,19.62,Delivered,2023-11-28,3.0
ORD000172,2024-07-18,CUST0035,susanhaney@example.org,Realigned hybrid core,Home & Garden,351.19,8,10.59,Delivered,2024-08-01,2.0
ORD000173,2025-02-21,CUST0062,zpoole@example.net,Optimized clear-thinking productivity,Home & Garden,301.54,2,22.64,Pending,,
ORD000174,2024-08-30,CUST0015,richardflores@example.org,Optional discrete attitude,Sports,22.34,10,14.9,Delivered,2024-09-03,5.0
ORD000175,2025-05-05,CUST0075,williamwelch@example.com,Virtual responsive firmware,Books,161.23,2,5.8,Delivered,2025-05-07,3.0
ORD000176,2025-08-12,CUST0065,stacyharris@example.org,Assimilated intermediate access,Home & Garden,211.84,8,13.2,Delivered,2025-08-24,3.0
ORD000177,2025-03-03,CUST0021,anthonyzimmerman@example.org,Re-engineered homogeneous algorithm,Clothing,402.73,4,13.14,Delivered,2025-03-10,5.0
ORD000178,2025-05-30,CUST0007,tonyawalters@example.com,Enterprise-wide disintermediate projection,Clothing,354.47,5,24.05,Delivered,2025-06-04,2.0
ORD000179,2025-09-28,CUST0054,kennethnichols@example.org,Up-sized zero-defect workforce,Home & Garden,209.31,6,6.04,Delivered,2025-10-03,1.0
ORD000180,2025-07-03,CUST0043,qtownsend@example.org,Grass-roots attitude-oriented circuit,Books,102.22,3,21.63,Delivered,2025-07-13,1.0
ORD000181,2025-03-02,CUST0057,littlebeth@example.org,Customizable logistical policy,Sports,472.7,2,25.54,Delivered,2025-03-15,3.0
ORD000182,2024-02-04,CUST0065,thomasjose@example.org,Cross-group asynchronous methodology,Home & Garden,495.53,5,7.76,Delivered,2024-02-13,1.0
ORD000183,2025-08-18,CUST0037,roberta36@example.org,Pre-emptive 3rdgeneration installation,Electronics,363.47,3,24.77,Delivered,2025-08-28,3.0
ORD000184,2023-12-28,CUST0061,echung@example.org,Synergized intangible implementation,Books,39.15,10,22.49,Delivered,2024-01-08,1.0
ORD000185,2025-09-22,CUST0044,cynthia72@example.org,Innovative 24/7 conglomeration,Sports,242.96,7,26.51,Delivered,2025-09-27,1.0
ORD000186,2025-03-27,CUST0045,wilsonmatthew@example.com,Polarized reciprocal policy,Home & Garden,240.8,9,24.21,Delivered,2025-04-04,3.0
ORD000187,2024-12-29,CUST0007,moorejudy@example.org,Ergonomic real-time algorithm,Electronics,176.68,10,18.14,Delivered,2024-12-31,5.0
ORD000188,2024-12-21,CUST0035,holmeskathleen@example.org,Multi-lateral bifurcated data-warehouse,Clothing,414.77,5,7.78,Delivered,2025-01-01,5.0
ORD000189,2023-11-23,CUST0035,dillon12@example.com,Grass-roots mission-critical customer loyalty,Electronics,15.73,7,13.0,Cancelled,,
ORD000190,2024-01-11,CUST0077,jean47@example.net,Proactive intermediate migration,Sports,218.82,2,8.17,Pending,,
ORD000191,2024-09-06,CUST0003,johngonzalez@example.net,Grass-roots hybrid benchmark,Clothing,267.27,5,12.96,Delivered,2024-09-10,5.0
ORD000192,2025-01-27,CUST0035,gabriel37@example.com,Organized interactive policy,Electronics,395.63,3,28.58,Pending,,
ORD000193,2025-06-03,CUST0072,lisa91@example.net,Networked interactive customer loyalty,Books,258.51,10,19.56,Delivered,2025-06-13,4.0
